CPU Name,CPU Mark
AMD Ryzen 3 PRO 2100GE,4062
Intel Xeon E3-1260L @ 2.40GHz,4061
Intel Celeron N5105 @ 2.00GHz,4060
MT8789V/CT,4060
Mediatek MT6853V/NZA,4050
MediaTek MT6873,4050
AMD FX-8100 Eight-Core,4046
MT8186,4046
Intel Atom x6425E @ 2.00GHz,4044
Intel Core i7-2710QE @ 2.10GHz,4044
Intel Core i3-6098P @ 3.60GHz,4032
Intel Core i5-2550K @ 3.40GHz,4025
Intel Core i7-2720QM @ 2.20GHz,4023
AMD Athlon Gold 3150U,4012
AMD Opteron 6212,4007
QTI QCM5430,4006
Intel Celeron G6900T,4003
Intel Core i3-6300T @ 3.30GHz,4003
Intel Core i5-7260U @ 2.20GHz,3978
Intel Core i5-4470 @ 3.30GHz,3971
AMD PRO A12-8870,3969
MT6781V/CD,3969
MediaTek Kompanio 520/528 (MT8186/MT8186T),3965
Mediatek MT6879V/ZA,3965
QTI SM4375,3965
AMD Opteron 4334,3949
Intel Core i3-7101TE @ 3.40GHz,3949
Mediatek MT8789V/CT,3946
AMD Athlon 300U,3944
Intel Core i7-985 @ 3.47GHz,3928
AMD Athlon PRO 200GE,3926
Intel Core i3-10110U @ 2.10GHz,3923
Intel Core i7-2675QM @ 2.20GHz,3919
AMD Ryzen Embedded R1505G,3915
Intel Core i5-3340S @ 2.80GHz,3914
Hisilicon Kirin 990,3913
ZHAOXIN KaiXian KX-U6780A@2.7GHz,3913
Intel Pentium Gold G6400E @ 3.80GHz,3908
AMD Opteron 4332 HE,3906
Samsung Exynos 9820,3898
Intel Xeon E3-1225 @ 3.10GHz,3895
Hisilicon Kirin820,3893
Intel Core i5-7360U @ 2.30GHz,3890
AMD FX-6120 Six-Core,3887
Intel Xeon E3-1220 @ 3.10GHz,3884
Intel Core i5-3330S @ 2.70GHz,3874
Intel Pentium Gold G6500T @ 3.50GHz,3874
MT6781,3873
AMD A9-9820,3870
QTI SM7125,3869
AMD Ryzen Embedded R2312,3865
Intel Core i5-2400 @ 3.10GHz,3865
Intel Atom x6413E @ 1.50GHz,3864
"Qualcomm Technologies, Inc",3863
QTI SM4450,3857
AMD Athlon X4 970,3850
AMD Ryzen 3 3250U,3847
Intel Celeron J6412 @ 2.00GHz,3847
Intel Core i3-4370 @ 3.80GHz,3845
Intel Pentium Gold G5600 @ 3.90GHz,3843
Intel Core i7-2840QM @ 2.40GHz,3842
AMD Phenom II X6 1100T,3840
AMD Ryzen 3 3200U,3828
Snapdragon 7c Gen 2 @ 2.55 GHz,3826
Intel Core i5-6287U @ 3.10GHz,3823
Intel Pentium Gold G5500 @ 3.80GHz,3823
Intel Xeon E5-2603 v3 @ 1.60GHz,3817
AMD Athlon X4 845,3811
Samsung Exynos 9825,3809
Intel Core i3-8145U @ 2.10GHz,3799
Intel Core i5-2380P @ 3.10GHz,3797
Intel Core i3-7100T @ 3.40GHz,3796
Intel Core i5-7287U @ 3.30GHz,3794
Mediatek MT6785,3792
QTI SM7150,3790
Mediatek MT6781V/CD,3787
MT6833,3784
Virtual @ 3.14GHz,3784
Intel Core i7-7560U @ 2.40GHz,3773
Intel Core i7-6567U @ 3.30GHz,3770
Qualcomm SM7250,3768
ARM Cortex-A57 8 Core 1766 MHz,3766
Intel Core i7-2670QM @ 2.20GHz,3764
AMD Phenom II X6 1090T,3756
Intel Xeon E5630 @ 2.53GHz,3754
AMD PRO A10-8850B,3752
Intel Pentium G4620 @ 3.70GHz,3751
Intel Pentium Gold G6405T @ 3.50GHz,3746
Samsung Exynos 9810,3741
Intel Xeon E5-1607 @ 3.00GHz,3730
Intel Core i7-7600U @ 2.80GHz,3724
AMD Opteron 3280,3723
Intel Pentium Gold G5400 @ 3.70GHz,3722
Qualcomm SM6150,3722
Snapdragon 7c @ 1.96 GHz,3712
AMD Ryzen 3 2200U,3710
Intel Xeon L5638 @ 2.00GHz,3707
Intel Xeon E5640 @ 2.67GHz,3702
Intel Pentium Gold G5420 @ 3.80GHz,3701
Intel Pentium Gold G6505T @ 3.60GHz,3698
AMD Opteron 6174,3697
ZHAOXIN KaiXian KX-U6780@2.7GHz,3693
AMD FX-6100 Six-Core,3676
QTI SM4350,3676
Intel Core i5-7300U @ 2.60GHz,3674
Mediatek MT6781,3674
Intel Core i3-6100T @ 3.20GHz,3670
AMD PRO A12-9800,3666
AMD Athlon X4 880K,3659
AMD PRO A10-9700,3659
Intel Core i7-7500U @ 2.70GHz,3654
Intel Core i5-2320 @ 3.00GHz,3648
Intel Core i3-1000NG4 @ 1.10GHz,3645
MT6833V/NZA,3641
Qualcomm SM7125,3641
AMD A8-7500,3640
Mediatek MT6833P,3640
MediaTek MT6785V/CD,3639
Intel Core i5-2310 @ 2.90GHz,3638
Mediatek MT6833V/NZA,3638
Intel Core i5-7267U @ 3.10GHz,3635
Intel Core i5-4460T @ 1.90GHz,3634
Intel Core i3-4360 @ 3.70GHz,3631
Intel Pentium G4600 @ 3.60GHz,3625
DG1301SML87HY,3624
MT6853V/TNZA,3616
Intel Xeon W3580 @ 3.33GHz,3609
Intel Core i7-6650U @ 2.20GHz,3603
Intel Pentium Gold G5600T @ 3.30GHz,3601
Intel Core i3-4170 @ 3.70GHz,3590
AMD Athlon X4 950,3588
Intel Pentium Gold G6400T @ 3.40GHz,3588
Qualcomm SM4350,3579
Intel Core i3-8130U @ 2.20GHz,3578
AMD Embedded R-Series RX-421ND,3575
AMD A12-9800,3567
AMD Opteron 6176 SE,3564
Intel Xeon E3-1265L @ 2.40GHz,3564
Intel Core i3-4330 @ 3.50GHz,3556
QTI SM6225,3552
Intel Core i7-2630QM @ 2.00GHz,3551
MT6785,3551
Intel Core i7-6660U @ 2.40GHz,3549
Intel Core i3-4340 @ 3.60GHz,3545
AMD PRO A10-8770,3538
AMD A10-9700,3533
AMD Ryzen Embedded V1202B,3532
Intel Pentium N6415 @ 1.20GHz,3532
Intel Pentium G4560 @ 3.50GHz,3526
"Qualcomm Technologies, Inc SDMMAGPIEP",3523
AMD A8-7680,3522
AMD A10-7890K,3522
Intel Xeon E5-2418L @ 2.00GHz,3518
Intel Core i3-4160 @ 3.60GHz,3511
MT6853V/ZA,3505
Intel Xeon E5-2407 v2 @ 2.40GHz,3504
Intel Xeon E5620 @ 2.40GHz,3502
Intel Core i3-4350 @ 3.60GHz,3501
"Qualcomm Technologies, Inc ATOLL-AB",3494
AMD Opteron 4365 EE,3485
AMD Opteron 6164 HE,3478
AMD A12-9800E,3471
Intel Core i5-4340M @ 2.90GHz,3471
Intel Core i7-975 @ 3.33GHz,3461
"Qualcomm Technologies, Inc SM7250",3459
Intel Xeon E5-1603 @ 2.80GHz,3458
Intel Core i7-6498DU @ 2.50GHz,3454
AMD A10 PRO-7850B APU,3453
Intel Pentium Gold G5420T @ 3.20GHz,3452
Intel Xeon X5698 @ 4.40GHz,3447
Snapdragon 845 @ 2.8 GHz,3446
Intel Core i7-6600U @ 2.60GHz,3445
Intel Core i5-L16G7 @ 1.40GHz,3440
AMD A10-8850,3438
AMD A10-7850K APU,3434
Intel Core i3-7100H @ 3.00GHz,3430
AMD Embedded R-Series RX-418GD Radeon R6,3426
MediaTek MT6853T,3425
AMD A10-7870K,3424
Intel Core i7-965 @ 3.20GHz,3424
Intel Core i5-2300 @ 2.80GHz,3418
AMD Athlon X4 860K,3415
Intel Core i5-6267U @ 2.90GHz,3410
Qualcomm MSM8998,3405
"Qualcomm Technologies, Inc KHAJE",3405
"Qualcomm Technologies, Inc SDM765G 5G",3405
AMD Phenom II X6 1075T,3404
Intel Pentium Silver N5020 @ 1.10GHz,3404
AMD Opteron 4226,3400
AMD Athlon X4 870K,3399
Intel Pentium Silver J5040 @ 2.00GHz,3395
QTI SM6150,3394
Intel Core i5-7200U @ 2.50GHz,3392
Intel Core i5-2500S @ 2.70GHz,3391
Intel Xeon E5-4603 @ 2.00GHz,3391
"Qualcomm Technologies, Inc SM7225",3390
AMD Phenom II X6 1065T,3388
Intel Core i3-4150 @ 3.50GHz,3388
"Qualcomm Technologies, Inc LAGOON",3383
AMD Opteron 6136,3381
AMD A10 PRO-7800B APU,3377
AMD Opteron X3421 APU,3375
AMD FX-B4150 Quad-Core,3369
Intel Core i3-7167U @ 2.80GHz,3368
Intel Xeon W5580 @ 3.20GHz,3368
Mediatek MT8786V/CT,3368
Mediatek MT8788,3367
Snapdragon 7c @ 2.40 GHz,3367
AMD Athlon X4 850,3366
AMD Ryzen Embedded R1600,3365
Intel Xeon W3565 @ 3.20GHz,3364
Intel Core i3-4370T @ 3.30GHz,3361
MediaTek MT6785V/CC,3361
AMD PRO A8-9600,3359
"Qualcomm Technologies, Inc SM7125",3353
Intel Core i7-6560U @ 2.20GHz,3352
"Qualcomm Technologies, Inc SDM730G AIE",3350
Intel Core i7-2635QM @ 2.00GHz,3347
Intel Xeon E5-2609 v2 @ 2.50GHz,3343
"Qualcomm Technologies, Inc SDM845",3343
Intel Xeon W5590 @ 3.33GHz,3342
Intel Core i7-960 @ 3.20GHz,3336
AMD Phenom II X6 1405T,3335
Mediatek MT6779,3333
MT6853V/NZA,3330
AMD FX-4150 Quad-Core,3327
Snapdragon 850 @ 2.96 GHz,3326
Intel Core i3-4130 @ 3.40GHz,3322
"Qualcomm Technologies, Inc LITO",3319
AMD FX-9830P,3318
AMD Athlon X4 840,3315
Intel Core i3-6100E @ 2.70GHz,3315
AMD Phenom II X6 1055T,3311
Intel Celeron N5100 @ 1.10GHz,3306
AMD Embedded R-Series RX-421BD,3302
AMD A8-9600,3300
AMD FX-4350 Quad-Core,3299
Intel Xeon L5609 @ 1.87GHz,3298
AMD Athlon Gold 3150C,3292
Intel Celeron 6600HE @ 2.60GHz,3286
Intel Core i3-4360T @ 3.20GHz,3286
"Qualcomm Technologies, Inc SDM720G",3285
Intel Core i7-6500U @ 2.50GHz,3276
Intel Xeon X3480 @ 3.07GHz,3273
Virtual @ 2.00GHz,3273
AMD A10-7860K,3269
Intel Core i3-10110Y @ 1.00GHz,3269
Intel Xeon X5570 @ 2.93GHz,3263
"Qualcomm Technologies, Inc SM7150",3261
Intel Pentium Gold G5500T @ 3.20GHz,3259
Intel Xeon X3470 @ 2.93GHz,3256
Intel Core i3-6167U @ 2.70GHz,3255
Intel Core i5-4400E @ 2.70GHz,3251
Intel Core i3-4570T @ 2.90GHz,3244
Intel Core i5-6300U @ 2.40GHz,3240
Intel Pentium D1508 @ 2.20GHz,3240
MT6833GP,3238
Qualcomm SDM670,3238
Intel Core i7-880 @ 3.07GHz,3234
AMD A8-7600 APU,3232
Mediatek MT6768G,3232
MT8667,3230
"Qualcomm Technologies, Inc TRINKET-IOT",3230
ZHAOXIN KaiXian KX-U6580@2.5GHz,3227
Intel Xeon W3550 @ 3.07GHz,3225
Intel Core i7-2715QE @ 2.10GHz,3221
AMD A10-6800K APU,3217
AMD PRO A8-8650B,3217
AMD A12-9730P,3216
Intel Core i3-4170T @ 3.20GHz,3215
Intel Core i5-4570T @ 2.90GHz,3214
AMD Ryzen 3 3250C,3208
Intel Core i5-6260U @ 1.80GHz,3204
Intel Core i5-4330M @ 2.80GHz,3203
AMD A10-7800 APU,3201
Intel Core i7-950 @ 3.07GHz,3199
AMD A10-7700K APU,3197
Intel Atom x6427FE @ 1.90GHz,3196
AMD A8-7670K,3192
Intel Core i7-4610M @ 3.00GHz,3191
AMD A10-8750,3189
Virtual @ 2.41GHz,3188
Intel Xeon W3570 @ 3.20GHz,3185
AMD FX-870K Quad Core,3183
Intel Core i7-4600M @ 2.90GHz,3178
AMD Phenom II X6 1045T,3175
AMD A10-9700E,3171
AMD PRO A12-9800E,3171
Intel Atom C1110,3170
QTI QCM4290,3169
"Samsung ""Exynos 9610""",3168
vendor Kirin970,3163
Intel Core i5-6198DU @ 2.30GHz,3161
Intel Core i5-2400S @ 2.50GHz,3159
Mediatek MT8786V/N,3159
Intel Core i5-2405S @ 2.50GHz,3157
"Qualcomm Technologies, Inc SDMMAGPIE",3157
Intel Xeon Gold 6262V @ 1.90GHz,3155
Intel Core i3-6100TE @ 2.70GHz,3152
Unisoc T616,3152
MT8786V/CA,3146
Intel Core i3-4350T @ 3.10GHz,3142
"Qualcomm Technologies, Inc BENGALP-IOT",3127
Intel Xeon X5560 @ 2.80GHz,3124
Intel Core i3-4160T @ 3.10GHz,3122
AMD A8-7650K,3119
Samsung Exynos 8895,3119
Intel Core i7-870 @ 2.93GHz,3118
Intel Core i3-4330T @ 3.00GHz,3115
AMD A10-6700 APU,3114
Intel Core i5-4200H @ 2.80GHz,3114
Mediatek MT6769,3113
Intel Pentium Gold G5400T @ 3.10GHz,3110
AMD FX-4200 Quad-Core,3109
Intel Core i5-4310M @ 2.70GHz,3108
Intel Core i5-6360U @ 2.00GHz,3106
Intel Core i5-5287U @ 2.90GHz,3105
Spreadtrum T612,3105
AMD Athlon Silver 7120U,3100
AMD FX-4330,3098
ARM Cortex-A78 4 Core 2000 MHz,3089
AMD A10-6800B APU,3088
Intel Pentium Silver J5005 @ 1.50GHz,3088
Intel Core i7-4578U @ 3.00GHz,3087
"Qualcomm Technologies, Inc SM4350",3087
Intel Pentium Silver N6000 @ 1.10GHz,3081
MT6771V/CL,3079
Intel Core i7-875K @ 2.93GHz,3075
Intel Core i5-4570TE @ 2.70GHz,3074
AMD FX-4320,3072
AMD A10-6790K APU,3070
Intel Xeon W3540 @ 2.93GHz,3070
Intel Core i7-5557U @ 3.10GHz,3069
Intel Core i3-9100HL @ 1.60GHz,3065
Intel Xeon W3530 @ 2.80GHz,3062
AMD Opteron 2435,3061
Intel Core i5-24050S @ 2.50GHz,3061
Intel Pentium G4600T @ 3.00GHz,3055
AMD PRO A10-9700E,3053
Intel Core i7-4558U @ 2.80GHz,3052
MediaTek MT6779V/CE,3049
AMD Athlon Silver 3050e,3043
AMD Opteron X3418 APU,3043
AMD PRO A12-8870E,3042
Intel Core i3-6100H @ 2.70GHz,3041
Intel Core i5-4210H @ 2.90GHz,3040
AMD A10-5800B APU,3034
AMD FX-4170 Quad-Core,3034
AMD PRO A10-8770E,3030
Intel Core i7-5600U @ 2.60GHz,3030
Intel Core i3-7130U @ 2.70GHz,3029
Qualcomm SM6125,3020
Intel Xeon L5630 @ 2.13GHz,3018
Intel Atom x6425RE @ 1.90GHz,3017
Intel Pentium GOLD 6500Y @ 1.10GHz,3012
AMD A8-6600K APU,3009
Intel Xeon X5550 @ 2.67GHz,3009
SMDK4x12,3006
Spreadtrum T616,3006
Intel Core i5-6200U @ 2.30GHz,3001
Qualcomm SM6115,3001
Intel Core i7-5650U @ 2.20GHz,3000
AMD Athlon Silver 3050U,2998
AMD A8-8650,2996
Intel Core i5-4300M @ 2.60GHz,2995
AMD FX-4300 Quad-Core,2994
MT8786V/N,2992
AMD PRO A8-8670E,2989
Intel Core i5-4308U @ 2.80GHz,2989
Spreadtrum T618,2989
AMD Opteron 4174 HE,2986
Intel Core i7-3540M @ 3.00GHz,2986
AMD FX-670K Quad-Core,2980
AMD Phenom II X6 1035T,2980
AMD Ryzen Embedded R1305G,2980
Intel Core i7-860 @ 2.80GHz,2980
Intel Core i5-3470T @ 2.90GHz,2979
Intel Xeon E5-2637 @ 3.00GHz,2978
Virtual @ 2.40GHz,2978
QTI SM6125,2975
Intel Celeron J4125 @ 2.00GHz,2963
Intel Xeon X3460 @ 2.80GHz,2962
Mediatek MT6769H,2962
Intel Core i7-930 @ 2.80GHz,2957
AMD A10-5800K APU,2955
AMD A8 PRO-7600B APU,2954
Intel Pentium G4560T @ 2.90GHz,2952
Intel Core i7-4560U @ 1.60GHz,2950
AMD Athlon X4 760K Quad Core,2948
Intel Core i7-940 @ 2.93GHz,2947
Hisilicon Kirin810,2945
Mediatek MT6769V/CZ,2940
AMD Opteron 2431,2936
Hisilicon Kirin 955,2936
Intel Core i3-10100Y @ 1.30GHz,2935
Intel Xeon W3520 @ 2.67GHz,2934
AMD Opteron 6128 HE,2932
Intel Core i3-4150T @ 3.00GHz,2929
Intel Core i5-2500T @ 2.30GHz,2929
Rockchip RK3399,2925
Unisoc ums9230H,2924
Intel Xeon X5470 @ 3.33GHz,2921
AMD FX-770K Quad-Core,2915
"Qualcomm Technologies, Inc SM6150",2914
Intel Xeon X5492 @ 3.40GHz,2912
AMD A10-9630P,2909
HiSilicon Kirin 970,2908
Intel Core i5-3380M @ 2.90GHz,2908
Intel Celeron J4105 @ 1.50GHz,2902
AMD Athlon X4 830,2901
Intel Core i5-4210M @ 2.60GHz,2884
AMD Athlon Silver 3050C,2879
AMD PRO A10-8750B,2879
Intel Core i5-3360M @ 2.80GHz,2879
Intel Core i3-4130T @ 2.90GHz,2878
QTI SM6115,2875
Intel Core m3-8100Y @ 1.10GHz,2874
Intel Xeon E5-2403 v2 @ 1.80GHz,2873
AMD Opteron 4184,2872
Intel Core i7-3520M @ 2.90GHz,2871
Intel Core i7-5550U @ 2.00GHz,2864
Intel Xeon X3450 @ 2.67GHz,2864
Intel Xeon E5-2609 @ 2.40GHz,2860
AMD Athlon X4 750K Quad Core,2859
AMD FX-7600P APU,2856
AMD A8-6500B APU,2855
Qualcomm SDM450,2855
AMD FX-8800P,2848
Unisoc ums9230T,2846
AMD A8-5600K APU,2843
Intel Celeron G5925 @ 3.60GHz,2841
AMD Phenom II X4 980,2839
MT6768G,2838
"Qualcomm Technologies, Inc SDA660",2836
Intel Core i7-920 @ 2.67GHz,2830
AMD Opteron 6128,2826
AMD Opteron 3350 HE,2825
Intel Core i5-4278U @ 2.60GHz,2824
T606,2824
Intel Core i5-5257U @ 2.70GHz,2819
Unisoc T610,2819
Intel Core i5-4200M @ 2.50GHz,2812
HiSilicon Kirin 960,2809
Intel Celeron G5905 @ 3.50GHz,2808
AMD A8-6500 APU,2806
"Qualcomm Technologies, Inc MSM8998",2802
vendor Kirin710,2793
AMD RX-427BB,2789
Intel Xeon E5540 @ 2.53GHz,2783
T610S-Unisoc,2781
Intel Core2 Extreme X9775 @ 3.20GHz,2780
Intel Core i5-8210Y @ 1.60GHz,2780
Intel Core i7-5500U @ 2.40GHz,2778
"Qualcomm Technologies, Inc QCM6125",2775
Intel Atom C2750 @ 2.40GHz,2767
Intel Pentium G4500 @ 3.50GHz,2767
MT6769V/CZ,2767
Intel Core i7-870S @ 2.67GHz,2765
Spreadtrum T606,2764
T618,2760
Intel Core i3-6157U @ 2.40GHz,2759
Intel Xeon X3440 @ 2.53GHz,2756
Intel Xeon X5482 @ 3.20GHz,2755
Intel Core 860 @ 2.80GHz,2754
Intel Xeon E5-2603 v2 @ 1.80GHz,2751
Intel Core i5-7Y54 @ 1.20GHz,2738
Intel Core2 Extreme X9770 @ 3.20GHz,2736
Intel Core i5-5300U @ 2.30GHz,2734
AMD Phenom II X4 970,2729
Qualcomm SM4250,2727
MT8788,2726
AMD A10-5700 APU,2720
"ARM Phytium,FT-2000/4 8 Core 2300 MHz",2720
Intel Core i3-7100U @ 2.40GHz,2720
Qualcomm SDM660,2719
AMD A6-9400,2717
Intel Celeron G4950 @ 3.30GHz,2714
AMD 3015e,2713
Intel Core i7-4600U @ 2.10GHz,2712
MediaTek MT6779V/CV,2712
Intel Core m3-7Y32 @ 1.10GHz,2710
AMD RX-425BB,2707
Intel Pentium G4520 @ 3.60GHz,2707
Intel Core i5-3340M @ 2.70GHz,2697
MT6769H,2696
"Qualcomm Technologies, Inc SM6225",2692
AMD PRO A12-9800B,2691
AMD Phenom II X4 B65,2690
Intel Celeron J4115 @ 1.80GHz,2687
Intel Xeon E5607 @ 2.27GHz,2686
Intel Core i5-4402E @ 1.60GHz,2681
Intel Xeon E5530 @ 2.40GHz,2680
Intel Core i3-4110M @ 2.60GHz,2678
Hisilicon Kirin970,2677
AMD FX-4130 Quad-Core,2676
ARM D2000/8 8 Core 2300 MHz,2674
"ARM Phytium,D2000/8 8 Core 2300 MHz",2671
Intel Core i5-3610ME @ 2.70GHz,2666
Intel Celeron 7305E,2665
Intel Core i5-3320M @ 2.60GHz,2665
Unisoc T606,2660
Intel Xeon E5-2407 @ 2.20GHz,2658
MediaTek MT6769V/CU,2658
"Qualcomm Technologies, Inc SDM710",2658
Unisoc T612,2657
AMD A12-9720P,2650
Intel Core i3-3250T @ 3.00GHz,2650
MediaTek MT6771V/C,2650
AMD A8-5500B APU,2648
AMD Athlon X4 740 Quad Core,2646
Intel Celeron G5900 @ 3.40GHz,2643
Intel Core i3-6100U @ 2.30GHz,2638
MediaTek MT6771V/CT,2636
Intel Core i5-4288U @ 2.60GHz,2634
Intel Core i7-3687U @ 2.10GHz,2630
Intel Pentium Silver N5030 @ 1.10GHz,2629
Spreadtrum T610,2629
AMD Phenom II X4 B60,2627
Intel Core i5-760 @ 2.80GHz,2626
UIS7862A,2626
AMD Athlon X4 750 Quad Core,2625
MediaTek MT6779V/CU,2622
Intel Celeron G5900T @ 3.20GHz,2620
Intel Core i7-7Y75 @ 1.30GHz,2620
AMD Athlon PRO 3045B,2618
Intel Core i5-680 @ 3.60GHz,2618
AMD Opteron 6172,2615
AMD Phenom II X4 965,2612
AMD FX-7600P,2611
Intel Core i5-4258U @ 2.40GHz,2605
Intel Pentium Silver N5000 @ 1.10GHz,2604
Unisoc ums512,2603
AMD Athlon II X4 559,2602
AMD FX-4100 Quad-Core,2599
AMD A8-5500 APU,2597
Intel Core i3-5157U @ 2.50GHz,2593
Intel Core i5-5350U @ 1.80GHz,2591
Intel Xeon L3426 @ 1.87GHz,2590
Intel Core i7-4510U @ 2.00GHz,2586
AMD PRO A10-9700B,2585
Intel Celeron G4930 @ 3.20GHz,2585
Intel Pentium G4400 @ 3.30GHz,2583
Intel Xeon X5460 @ 3.16GHz,2582
AMD PRO A12-8800B,2580
ARM Cortex-A76 4 Core 3400 MHz,2580
Unisoc T700,2579
Intel Core i5-7Y57 @ 1.20GHz,2578
Intel Core m3-7Y30 @ 1.00GHz,2578
Intel Core i3-7020U @ 2.30GHz,2574
Samsung Exynos 8890,2574
Intel Xeon E5450 @ 3.00GHz,2573
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,2572
AMD A10-9620P,2568
Intel Xeon X3380 @ 3.16GHz,2568
"Qualcomm Technologies, Inc BENGALP",2568
AMD Athlon II X4 557,2567
Intel Core i5-3230M @ 2.60GHz,2560
AMD FX-9800P,2554
ARM Cortex-A76 4 Core 3200 MHz,2552
Unisoc T618,2547
Intel Core i5-4310U @ 2.00GHz,2542
AMD Phenom II X4 B97,2539
"Qualcomm Technologies, Inc SDM670",2538
"Qualcomm Technologies, Inc SDM712",2538
T610-Unisoc,2538
AMD Phenom II X4 975,2536
AMD Phenom II X4 B99,2536
Samsung Exynos 9611,2534
Intel Core i5-670 @ 3.47GHz,2533
ARM Kryo-4XX-Gold 8 Core 1804 MHz,2531
AMD Athlon II X4 651 Quad-Core,2530
Intel Core i5-750 @ 2.67GHz,2530
ARM Cortex-A76 4 Core 3000 MHz,2527
MediaTek MT6769T,2527
Intel Celeron N4120 @ 1.10GHz,2524
Intel Xeon L5530 @ 2.40GHz,2522
Intel Core i3-7102E @ 2.10GHz,2521
Intel Xeon E5520 @ 2.27GHz,2519
Apple A9X,2518
Intel Core i3-4100M @ 2.50GHz,2510
AMD Phenom II X4 955,2503
Intel Core i5-5200U @ 2.20GHz,2502
MediaTek MT6769Z,2502
Intel Celeron G4920 @ 3.20GHz,2500
AMD PRO A12-8830B,2499
AMD Athlon II X4 555,2498
Intel Core i5-4300U @ 1.90GHz,2497
Intel Xeon L7455 @ 2.13GHz,2494
ARM Cortex-A76 4 Core 3300 MHz,2493
samsung exynos7885,2489
Intel Core i7-2640M @ 2.80GHz,2487
AMD Phenom II X4 B55,2483
Intel Celeron G5920 @ 3.50GHz,2482
AMD Opteron 8439 SE,2479
Intel Core i7-4500U @ 1.80GHz,2478
MT6769V/CT,2477
MediaTek MT8183,2476
ARM Cortex-A76 4 Core 2900 MHz,2473
QTI SDM660,2472
Intel Core i5-2390T @ 2.70GHz,2469
Intel Core i5-3210M @ 2.50GHz,2469
Intel Xeon X3370 @ 3.00GHz,2465
Intel Core i7-8500Y @ 1.50GHz,2464
Intel Core2 Quad Q9650 @ 3.00GHz,2462
Intel Core i5-5250U @ 1.60GHz,2461
Mediatek MT6769V/CT,2461
Intel Core i5-661 @ 3.33GHz,2459
Intel Xeon D-1602 @ 2.50GHz,2459
ARM Cortex-A76 4 Core 2800 MHz,2457
HiSilicon Kirin 950,2457
Samsung A04S EUR OPEN REV03C board based on EXYNOS,2452
AMD 3020e,2446
Intel Core i7-4610Y @ 1.70GHz,2446
Intel Celeron G4900 @ 3.10GHz,2441
AMD A12-9700P,2440
MediaTek MT6771V/W,2440
"Qualcomm Technologies, Inc BENGAL",2440
Intel Core i7-2620M @ 2.70GHz,2439
"Qualcomm Technologies, Inc TRINKET",2437
Intel Celeron N4100 @ 1.10GHz,2434
Intel Celeron 7305,2433
Hisilicon Kirin710,2432
Intel Core i3-3250 @ 3.50GHz,2432
Snapdragon 662,2431
Intel Pentium G3470 @ 3.60GHz,2428
Intel Pentium J4205 @ 1.50GHz,2428
Intel Core i5-4350U @ 1.40GHz,2425
Samsung Exynos,2423
"Qualcomm Technologies, Inc SDM660",2419
AMD Athlon II X4 553,2418
Intel Atom C3558 @ 2.20GHz,2417
MediaTek MT6769V/CB,2415
MT8395AV/ZA,2410
AMD Athlon II X4 650,2409
"ARM Phytium,D2000/8 8 Core 2000 MHz",2409
Intel Core i7-3667U @ 2.00GHz,2409
Intel Core i7-4650U @ 1.70GHz,2407
AMD PRO A10-8730B,2403
AMD Phenom II X4 B95,2401
Intel Core i5-2560M @ 2.70GHz,2397
Intel Core2 Extreme X9650 @ 3.00GHz,2394
Intel Xeon X3360 @ 2.83GHz,2392
Intel Pentium G4500T @ 3.00GHz,2391
Intel Xeon X5450 @ 3.00GHz,2390
Qualcomm SDM630,2388
AMD Phenom II X4 840,2385
AMD PRO A8-9600B,2385
AMD Opteron 4170 HE,2382
Intel Core i5-660 @ 3.33GHz,2382
AMD Phenom II X4 977,2377
AMD Phenom II X4 945,2375
ARM Cortex-A76 4 Core 2700 MHz,2373
Intel Celeron G6900TE,2373
Intel Xeon E5440 @ 2.83GHz,2372
Apple A8X,2370
Virtual @ 2.55GHz,2370
AMD Phenom II X4 B50,2369
AMD A8-3850 APU,2368
T700-Unisoc,2367
Intel Xeon E5606 @ 2.13GHz,2365
Intel Atom T5700 @ 1.70GHz,2363
Intel Core i3-3245 @ 3.40GHz,2363
"Qualcomm Technologies, Inc SDM665",2363
AMD Phenom II X4 850,2361
Intel Celeron G3920 @ 2.90GHz,2358
Intel Xeon X3363 @ 2.83GHz,2358
Intel Core i5-2540M @ 2.60GHz,2353
Intel Core m5-6Y57 @ 1.10GHz,2352
Intel Pentium 6405U @ 2.40GHz,2351
Intel Atom C2758 @ 2.40GHz,2350
Intel N50,2350
Intel Core i3-6102E @ 1.90GHz,2349
Intel Core2 Extreme X9750 @ 3.16GHz,2348
MediaTek MT6771V/WT,2348
AMD Opteron 4130,2347
Intel Xeon E5-2403 @ 1.80GHz,2346
AMD Phenom II X4 960T,2344
Intel Xeon E5-2603 @ 1.80GHz,2342
AMD Phenom II X4 B35,2341
Intel Core2 Quad Q9550 @ 2.83GHz,2336
MT6771V/WL,2334
Intel Xeon X5365 @ 3.00GHz,2331
AMD Phenom II X4 940,2328
Intel Core i5-4260U @ 1.40GHz,2325
AMD A10-9600P,2324
Intel Core i5-3437U @ 1.90GHz,2324
Intel Celeron G3950 @ 3.00GHz,2322
AMD Athlon II X4 645,2321
Intel Core i7-3537U @ 2.00GHz,2321
AArch64 rev 2 (aarch64),2320
Intel Core i7-3517UE @ 1.70GHz,2320
Intel Pentium G4400T @ 2.90GHz,2318
